seq1,seq2,similarity
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MW117965.1:14235-14331 Synechococcus phage S-H38, complete genome FORWARD",0.7837548962292493
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",0.9288619504669241
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,0.9186275196105607
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",0.721581557519083
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",0.7388448306639234
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",0.8245110365409393
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",0.8464585955617967
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KU594606.1:183014-183111 Cyanophage S-RIM32 isolate RW_108_0702, complete genome FORWARD",0.8464851711811707
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",0.8619914254500732
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KM359505.1:189481-189576 Prochlorococcus phage P-TIM68, complete genome FORWARD",0.9474954642045134
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",0.8838260864143047
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KF156338.1:177377-177473 Synechococcus phage S-MbCM7, complete genome FORWARD",0.9042526630864596
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",0.7314458351803964
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",0.8972537959881315
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",0.8973117812643732
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","GU071105.1:181614-181709 Prochlorococcus phage Syn1, complete genome FORWARD",0.8125624601123678
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",0.9411266816009195
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",HQ634177.1:c104331-104238 Synechococcus phage S-CAM1 genomic sequence FORWARD,0.9444164677114318
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",0.7587092732946773
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,0.864574479218249
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",0.8838260864143047
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",0.7946606861217471
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KP211958.1:175932-176025 Cyanophage P-TIM40, complete genome FORWARD",0.634951800888244
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KJ019071.1:159787-159880 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome FORWARD",0.8464585955617967
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,0.8884715384465299
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",0.8270302454670653
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MN018232.1:c188281-188188 Synechococcus phage S-B43, complete genome FORWARD",0.9722254324710019
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KJ019059.1:174288-174383 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome FORWARD",0.8794101871321636
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","OQ504979.1:26117-26211 Synechococcus phage S-8S29, complete genome FORWARD",0.9411266816009195
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,0.9530653460997286
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","KF156339.1:162719-162812 Synechococcus phage S-MbCM25, complete genome FORWARD",0.8076195060595615
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",0.8675560630327188
"KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD","MK867354.2:137169-137262 Synechococcus phage S-SCSM1, complete genome FORWARD",0.9584261785657899
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",1.0
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",0.8294693436723016
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,0.8458553331192986
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",0.9551993905543548
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MK799832.1:176018-176111 Synechococcus phage S-B05, complete genome FORWARD",0.9650202464322424
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MW147367.1:121035-121131 Synechococcus phage S-H9-2, complete genome FORWARD",0.9551190215073714
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","JQ245707.2:8125-8221 Cyanophage S-TIM5, complete genome FORWARD",0.9629812055654802
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OQ504980.1:125927-126021 Synechococcus phage S-MS29, complete genome FORWARD",0.9493088230254514
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OQ504982.1:c63606-63510 Synechococcus phage S-8S53, partial genome FORWARD",0.8190660970774638
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MF351863.1:195680-195775 Synechococcus phage Bellamy, complete genome FORWARD",0.8585791448837465
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071096.1:167689-167782 Synechococcus phage S-ShM2, complete genome FORWARD",0.8528309086628518
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MW117965.1:14235-14331 Synechococcus phage S-H38, complete genome FORWARD",0.842344457549537
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",0.9421351263930458
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,0.9309110466985602
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",0.798886479131505
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",0.7912528913177115
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",0.8399694242671333
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",0.8607999790804437
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KU594606.1:183014-183111 Cyanophage S-RIM32 isolate RW_108_0702, complete genome FORWARD",0.9334160439339036
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",0.91070478148946
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KM359505.1:189481-189576 Prochlorococcus phage P-TIM68, complete genome FORWARD",0.9637582707182557
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",0.8623218220072685
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KF156338.1:177377-177473 Synechococcus phage S-MbCM7, complete genome FORWARD",0.9383156425922882
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",0.7680060024687718
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",0.9413287095263052
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",0.942019041176538
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071105.1:181614-181709 Prochlorococcus phage Syn1, complete genome FORWARD",0.8180150941287926
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",0.943377908678776
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",HQ634177.1:c104331-104238 Synechococcus phage S-CAM1 genomic sequence FORWARD,0.9494942737169842
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",0.8837584073584142
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,0.9363923881575927
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",0.8623218220072685
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",0.8699337852354726
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KP211958.1:175932-176025 Cyanophage P-TIM40, complete genome FORWARD",0.7033410973641877
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KJ019071.1:159787-159880 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome FORWARD",0.8607999790804437
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,0.9254514837601622
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",0.831649924294059
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MN018232.1:c188281-188188 Synechococcus phage S-B43, complete genome FORWARD",0.9650202464322424
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KJ019059.1:174288-174383 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome FORWARD",0.8885312575101668
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","OQ504979.1:26117-26211 Synechococcus phage S-8S29, complete genome FORWARD",0.943377908678776
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,0.9688464102391182
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","KF156339.1:162719-162812 Synechococcus phage S-MbCM25, complete genome FORWARD",0.8590391251131659
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",0.9220079529611235
"GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD","MK867354.2:137169-137262 Synechococcus phage S-SCSM1, complete genome FORWARD",0.9378150177687761
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",1.0
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,0.9120364896379622
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",0.8640109939604576
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MK799832.1:176018-176111 Synechococcus phage S-B05, complete genome FORWARD",0.86800562512099
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MW147367.1:121035-121131 Synechococcus phage S-H9-2, complete genome FORWARD",0.7387574401849896
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","JQ245707.2:8125-8221 Cyanophage S-TIM5, complete genome FORWARD",0.9127804996429559
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OQ504980.1:125927-126021 Synechococcus phage S-MS29, complete genome FORWARD",0.8665592367548491
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OQ504982.1:c63606-63510 Synechococcus phage S-8S53, partial genome FORWARD",0.9272807157105849
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MF351863.1:195680-195775 Synechococcus phage Bellamy, complete genome FORWARD",0.8200212797606479
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071096.1:167689-167782 Synechococcus phage S-ShM2, complete genome FORWARD",0.9307669296138292
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MW117965.1:14235-14331 Synechococcus phage S-H38, complete genome FORWARD",0.7602947534784098
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",0.9291668371311286
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,0.8092520051370636
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",0.5951001508155218
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",0.9285405552794858
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",0.9749467362684852
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",0.9350108308756738
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KU594606.1:183014-183111 Cyanophage S-RIM32 isolate RW_108_0702, complete genome FORWARD",0.7046389392443473
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",0.7001997621514123
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KM359505.1:189481-189576 Prochlorococcus phage P-TIM68, complete genome FORWARD",0.8559197135699371
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",0.9416049149452022
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KF156338.1:177377-177473 Synechococcus phage S-MbCM7, complete genome FORWARD",0.8554744316079229
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",0.7641136358745433
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",0.8750546407554611
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",0.8605277842088862
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071105.1:181614-181709 Prochlorococcus phage Syn1, complete genome FORWARD",0.9479596156733401
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",0.8272929115053829
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",HQ634177.1:c104331-104238 Synechococcus phage S-CAM1 genomic sequence FORWARD,0.938782451812432
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",0.6473630964495372
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,0.7783590901431384
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",0.9416049149452022
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",0.6400429157879837
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KP211958.1:175932-176025 Cyanophage P-TIM40, complete genome FORWARD",0.9233484908906346
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KJ019071.1:159787-159880 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome FORWARD",0.9350108308756738
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,0.8173349991650859
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",0.9759056906718577
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MN018232.1:c188281-188188 Synechococcus phage S-B43, complete genome FORWARD",0.86800562512099
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KJ019059.1:174288-174383 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome FORWARD",0.9630844154662622
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","OQ504979.1:26117-26211 Synechococcus phage S-8S29, complete genome FORWARD",0.8272929115053829
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,0.8204569514755725
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","KF156339.1:162719-162812 Synechococcus phage S-MbCM25, complete genome FORWARD",0.8976481115865066
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",0.8850067375216759
"OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD","MK867354.2:137169-137262 Synechococcus phage S-SCSM1, complete genome FORWARD",0.8093399518288457
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,1.0
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",0.8613219418014832
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MK799832.1:176018-176111 Synechococcus phage S-B05, complete genome FORWARD",0.8761502745191012
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MW147367.1:121035-121131 Synechococcus phage S-H9-2, complete genome FORWARD",0.810149193788726
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"JQ245707.2:8125-8221 Cyanophage S-TIM5, complete genome FORWARD",0.8951821242002217
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"OQ504980.1:125927-126021 Synechococcus phage S-MS29, complete genome FORWARD",0.9259031358550122
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"OQ504982.1:c63606-63510 Synechococcus phage S-8S53, partial genome FORWARD",0.9455367376438949
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MF351863.1:195680-195775 Synechococcus phage Bellamy, complete genome FORWARD",0.936786550818507
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"GU071096.1:167689-167782 Synechococcus phage S-ShM2, complete genome FORWARD",0.8672926859659785
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MW117965.1:14235-14331 Synechococcus phage S-H38, complete genome FORWARD",0.9228068118798824
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",0.9594029434513904
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,0.9361174548605145
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",0.7733488541137713
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",0.9438268236141611
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",0.872915200265098
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",0.9677957411020487
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KU594606.1:183014-183111 Cyanophage S-RIM32 isolate RW_108_0702, complete genome FORWARD",0.7647942097391981
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",0.8254723077660258
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KM359505.1:189481-189576 Prochlorococcus phage P-TIM68, complete genome FORWARD",0.913925896053338
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",0.9573339626293867
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KF156338.1:177377-177473 Synechococcus phage S-MbCM7, complete genome FORWARD",0.946649000315318
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",0.9464508839028863
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",0.8923225597156593
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",0.9279341901768233
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"GU071105.1:181614-181709 Prochlorococcus phage Syn1, complete genome FORWARD",0.8877519317932704
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",0.9324246395467564
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,HQ634177.1:c104331-104238 Synechococcus phage S-CAM1 genomic sequence FORWARD,0.9502566972645754
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",0.6905230405409035
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,0.859896624976615
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",0.9573339626293867
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",0.8005385713969619
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KP211958.1:175932-176025 Cyanophage P-TIM40, complete genome FORWARD",0.9075402255920564
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KJ019071.1:159787-159880 Synechococcus phage ACG-2014g isolate Syn7803US105, complete genome FORWARD",0.9677957411020487
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,0.9208302677870308
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",0.9515340976306259
MH512890.1:168371-168467 Cyanophage S-TIM4 FORWARD,"MN018232.1:c188281-188188 Synechococcus phage S-B43, complete genome FORWARD",0.8761502745191012
